1,1,0.999823035654572
1,2,0.9999760947410011
1,3,0.999999646659165
1,4,0.9999992612520906
1,5,0.9999999522688926
1,6,0.999999999949352
1,7,0.9999999994856849
1,8,0
1,9,0.9999999999999996
1,10,0.9999999999999996
2,1,0
2,2,0
2,3,0.9999990879655439
2,4,0.9999999981789607
2,5,0.9999999999757753
2,6,0.9999999999999996
2,7,0.9999999999999996
2,8,0.9999999999999996
2,9,0.9999999999999996
2,10,0.9999999999999996
3,1,0.19
3,2,0.911370618803475
3,3,0.9999999999999996
3,4,0.9999999865193254
3,5,0.9999999999999972
3,6,0.9999999999999996
3,7,0.9999999999999996
3,8,0
3,9,0
3,10,0.9999999999999996
4,1,0.19
4,2,0
4,3,0.1
4,4,0
4,5,0.9999994614527741
4,6,0
4,7,0.9999999999999996
4,8,0.9999999999999996
4,9,0.9999999999999996
4,10,0.9999999999999996
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0.9999999999999996
5,7,0.9999999999999996
5,8,0.9999999999999996
5,9,0.9999999999999996
5,10,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0.9999999999999996
6,6,0
6,7,0.9999999999999996
6,8,0
6,9,0.9999999999999996
6,10,0.9999999999999996
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0.9999999999999996
7,6,0.9999999999999996
7,7,0.9999999999999996
7,8,0
7,9,0.9999999999999996
7,10,0.9999999999999996
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0.9999999999999996
8,7,0.9999999999999996
8,8,0.9999999999999996
8,9,0.9999999999999996
8,10,0.9999999999999996
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0.9999999999999996
9,9,0.9999999999999996
9,10,0.9999999999999996
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0.9999999999999996
10,9,0.9999999999999996
10,10,0.9999999999999996
